Zakład;Zawiadomienie;Rodzaj zawiadomienia;Utworzono dnia;Utworzone przez;Początek zakłócenia;Pocz. zakłóc. (godz.);Koniec zakłócenia;Koniec zakłóc.(godz.);Żądane rozpoczęcie;Żądana godzina rozp.;Żądane zakończenie;Żądana godz. zak.;Przestój;Urządzenie;Lokalizacja funkc.;Dotyczy urządzenia;Lokalizacja;Stanowisko robocze;Opis;Czas przestoju;Jedn. czasu przest.;Nr zlecenia;Status zawiadomienia;Opis;Notification Long Text;Grupa planistów;Wpływ;Dot. lokaliz. funkc.;Problem;Kod uszkodzenia;Tekst dot. szkody;Część obiektu;Kod części obiektu;Tek. kodu części ob.;Tekst pozycji;Przyczyna;Kod przyczyny;Tekst kodu przyczyny;Tekst przyczyny;Rodzaj zlecenia;Krótki tekst;Status systemu;Ozn. lokaliz. funkc.;Line functional location;Ozn. lokaliz. funkc.;Oznaczenie obiektu;Oznaczenie obiektu
PLPA;12671198;1P;02.06.2025;STAWIKRZY1;02.06.2025;00:19:14;02.06.2025;01:30:58;01.06.2025;23:30:14;02.06.2025;01:15:58;X;10101780;PLPA-PR-U42-011443-003;10101780;UGP42;90300020;AWAARIA KARTONIARKI;1,20E+00;H;50000224604;PRZL ZWZK;;02.06.2025 01:32:21 CET Krzysztof Stawiński (STAWIKRZY1) AWARIA KARTONIARKI , awaria obwodów bezpieczeństwa , wymiana pilz-a;P04;3;PLPA-PR-U42-011443-003;ZPM6;107;Awaria sterowania;;;;;ZPM5;108;utrzymanie ruchu;;PLM6;AWAARIA KARTONIARKI;ZWOL CZPT DMNK KWS  NPT  PRRO;KBW 2. Pakowanie;PLPA-PR-U42-011443;KBW 2.;1-Kartoniarka Covera 2;1-Kartoniarka Covera 2
PLPA;12671219;1P;02.06.2025;WROBEDANI2;02.06.2025;08:25:23;02.06.2025;08:44:20;02.06.2025;08:00:23;02.06.2025;08:29:20;X;10160512;PLPA-PR-U42-011442-002;10160512;UGP42;90300020;USZKODZONY CZUJNIK OBECNOŚCI RZĘDU;3,16E-01;H;50000224159;PRZL ZWZK;;02.06.2025 10:56:13 CET Daniel Wróbel (WROBEDANI2) Uszkodzony czujnik obecności rzędów na oblewarce dekoru na matrycy C. Wym;P04;3;PLPA-PR-U42-011442-002;ZPM6;107;Awaria sterowania;PM1;0040;Części daleko od miejsca naprawy;;ZPM5;108;utrzymanie ruchu;;PLM1;USZKODZONY CZUJNIK OBECNOŚCI RZĘDU;ZWOL CZPT DMNK KWS  NPT  PRRO;KBW 1. Modelator;PLPA-PR-U42-011442;KBW 1/COCO;1-Oblewarka Nr.2;1-Oblewarka Nr.2
PLPA;12671225;1P;01.06.2025;KAROLMICH2;01.06.2025;18:39:54;01.06.2025;23:11:21;01.06.2025;18:40:39;01.06.2025;19:15:34;X;10118185;PLPA-PR-U11-010703-003;10118185;UGP11;90300020;Uszkodzona piła;4,52E+00;H;50000224582;MOBI PRZL ZWZK;;01.06.2025 19:16:01 CET ARKADIUSZ KWIATKOWSKI (KWIATARKA1) Wymiana piły;P11;2;PLPA-PR-U11-010703-003;ZPM5;103;Zużycie;;;;;;;;;PLM1;Uszkodzona piła;ZAK  CZPT DMNK KWS  MOBI NPT  PRRO;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 2;1 - Zespół cięcia wafla 2
PLPA;12671236;1P;01.06.2025;GORZYZBIG1;01.06.2025;19:18:15;01.06.2025;22:49:43;01.06.2025;19:19:38;01.06.2025;21:32:38;X;10152109;PLPA-PR-U11-010703-002;10152109;UGP11;90300020;Pęknięte blachy zamykania;3,52E+00;H;50000223637;MOBI PRZL ZWZK;;01.06.2025 21:33:08 CET SEBASTIAN WOJDYNA (WOJDYSEBA1) Naprawa;P11;1;PLPA-PR-U11-010703-002;ZPM5;104;Złamanie;;;;;ZPM5;108;utrzymanie ruchu;;PLM6;Pęknięte blachy zamykania;ZAK  CZPT BrMt KWS  MOBI PRRO;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -5;1-Linia ważąco-pakujaca T-23 -5
PLPA;12671247;1P;01.06.2025;GOZDZRAFA2;01.06.2025;22:57:37;;00:00:00;01.06.2025;22:57:37;;00:00:00;X;10114993;PLPA-PR-U32-012119;;UGP32;90300020;ODPOWIETRZANIE POMPY;0,00E+00;H;50000224507;PRZL WTZW;;;P03;3;;;;;;;;;;;;;PLM1;ODPOWIETRZANIE POMPY;ZAK  CZPT BrMt KWS  PRRO;KB Rework;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;1-Zbiornik rework KB B9701;
PLPA;12671248;1P;01.06.2025;GOZDZRAFA2;01.06.2025;23:00:38;;00:00:00;01.06.2025;23:00:38;;00:00:00;X;10110112;PLPA-PR-U32-012017;;UGP32;90300020;SKRECANIE ZBIORNIKA PO MYCIU;0,00E+00;H;50000224508;PRZL WTZW;;;P03;3;;;;;;;;;;;;;PLM1;SKRECANIE ZBIORNIKA PO MYCIU;ZAK  CZPT BrMt KWS  PRRO;Pasta kokosowa RAF;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;1-Zbiornik rework RAF B9801;
PLPA;12671255;1P;01.06.2025;NOWAKANET2;01.06.2025;16:53:08;01.06.2025;18:10:14;01.06.2025;17:45:13;01.06.2025;17:55:14;X;10107867;PLPA-PR-U31-011331-001;10107867;UGP31;90300020;Urwany przewód od kleju;1,28E+00;H;50000224446;MOBI PRZL ZWZK;;01.06.2025 17:55:27 CET Robert Lesner (LESNEROBE1);P03;3;PLPA-PR-U31-011331-001;ZPM5;103;Zużycie;;;;;;;;;PLM1;Urwany przewód od kleju;ZAK  CZPT BrMt KWS  MOBI PRRO;Nutella 400g;PLPA-PR-U31-011331;Nutella T400;1-Etykieciarka T400;1-Etykieciarka T400
PLPA;12671278;1P;01.06.2025;GOZDZJARO2;01.06.2025;16:52:00;;00:00:00;01.06.2025;13:25:00;01.06.2025;13:52:41;X;10101081;PLPA-PR-U43-011545-003;10101081;UGP43;90300020;REGULACJA CZUJNIKÓW;0,00E+00;H;50000224568;PRZL WTZW;;01.06.2025 16:53:46 CET Jarosław Goździk (GOZDZJARO2) Regulacja czujnikow wydmuchu produktu;P04;3;PLPA-PR-U43-011545-003;ZPM6;108;Błąd pomiaru;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;REGULACJA CZUJNIKÓW;ZWOL CZPT BrMt KWS  PRRO;KB 3. Pakowanie;PLPA-PR-U43-011545;KB 3.;1-Pakowaczka 8;1-Pakowaczka 8
PLPA;12671283;1P;02.06.2025;ANTOSMARC1;02.06.2025;01:13:47;;00:00:00;02.06.2025;01:13:47;;00:00:00;X;10087519;PLPA-PR-U11-010717;;UGP11;90300020;GRZALKI;0,00E+00;H;50000224487;PRZL WTZW;;;P11;3;;;;;;;;;;;;;PLM1;GRZALKI;ZWOL CZPT DMNK KWS  NPT  PRRO;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230;
PLPA;12671289;1P;02.06.2025;CZAPNADRI1;02.06.2025;06:00:00;02.06.2025;14:07:24;02.06.2025;06:55:00;02.06.2025;14:07:24;X;10087519;PLPA-PR-U11-010717;10087519;UGP11;90300030;Awaria zgrzewu wstępnego;8,12E+00;H;50000224316;MOBI PRZL ZWZK;;02.06.2025 14:12:00 CET Tomasz Wojnarowski (WOJNATOMA1) cd.awarii zgrzewu wstępnego. Sprawdzenie w w szafie bezpieczników i mo;P11;3;PLPA-PR-U11-010717;ZPM6;109;Zwarcie;;;;;;;;;PLM1;Awaria zgrzewu wstępnego;ZAK  CZPT DMNK KWS  MOBI NPT  PRRO;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230;1-Maszyna pakująca Ermetico 1     003230
PLPA;12671372;1P;01.06.2025;KOWALDAMI1;01.06.2025;21:07:22;01.06.2025;21:15:47;01.06.2025;20:30:22;01.06.2025;21:00:47;X;10101081;PLPA-PR-U43-011545-003;10101081;UGP43;90300020;REGULACJA CZUJNIKA ZATORU;1,40E-01;H;50000224470;PRZL ZWZK;;01.06.2025 21:08:25 CET Damian Kowalski (KOWALDAMI1) Regulacja czujnika zatoru na wyjściu z dystrybucji pakowaczka 8;P04;3;PLPA-PR-U43-011545-003;ZPM6;107;Awaria sterowania;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;REGULACJA CZUJNIKA ZATORU;ZWOL BrMt KWS  PRRO;KB 3. Pakowanie;PLPA-PR-U43-011545;KB 3.;1-Pakowaczka 8;1-Pakowaczka 8
PLPA;12671374;1P;01.06.2025;KOPCZALBE1;01.06.2025;21:49:21;02.06.2025;01:15:15;01.06.2025;22:17:57;01.06.2025;22:27:55;X;10225905;PLPA-PR-U12-011312-002;10225905;UGP12;90300020;Kolizja form w CB2;3,43E+00;H;50000224423;MOBI PRZL ZWZK;;01.06.2025 22:28:11 CET Adam Anuszewski (ANUSZADAM1);P05;3;PLPA-PR-U12-011312-002;ZPM5;105;Zatkanie;;;;;;;;;PLM1;Kolizja form w CB2;ZAK  CZPT BrMt KWS  MOBI PRRO;NUTELLA B-READY MODELATOR;PLPA-PR-U12-011312;NUTELLA B-READY;1-Chłodnia produktu gotowego;1-Chłodnia produktu gotowego
PLPA;12671375;1P;01.06.2025;KOPCZALBE1;01.06.2025;22:36:15;02.06.2025;01:15:00;01.06.2025;22:55:28;01.06.2025;23:47:49;X;10126222;PLPA-PR-U12-011312-002;10126222;UGP12;90300020;Kolizja form niebieskich pod kolumna;2,65E+00;H;50000224640;MOBI PRZL ZWZK;;01.06.2025 23:48:02 CET Adam Anuszewski (ANUSZADAM1);P05;3;PLPA-PR-U12-011312-002;ZPM5;102;Zacinanie się;;;;;;;;;PLM1;Kolizja form niebieskich pod kolumna;ZAK  CZPT BrMt KWS  MOBI PRRO;NUTELLA B-READY MODELATOR;PLPA-PR-U12-011312;NUTELLA B-READY;"1-""Kolumna"" winda pow. niebieskich form";"1-""Kolumna"" winda pow. niebieskich form"
PLPA;12671378;1P;02.06.2025;MUSZYGRZE1;02.06.2025;06:59:20;02.06.2025;08:27:50;02.06.2025;07:22:55;02.06.2025;08:12:50;X;10127265;PLPA-PR-U21-010179-002;10127265;UGP21;90300020;Źle odkłada figurkę;1,48E+00;H;50000224606;MOBI PRZL ZWZK;;02.06.2025 08:13:37 CET KAMIL TARKA (TARKAKAMI1);P02;3;PLPA-PR-U21-010179-002;ZPM5;100;Deformacja;;;;;;;;;PLM1;Źle odkłada figurkę;ZWOL CZPT BrMt KWS  MOBI PRRO;FC PAKOWANIE IFC T75 2;PLPA-PR-U21-010123;FIGURA CAVA;1-Maszyna pakująca IFC T75 2;1-Maszyna pakująca IFC T75 2
PLPA;12671384;1P;02.06.2025;ADACHDOMI1;02.06.2025;01:55:16;02.06.2025;02:31:00;02.06.2025;01:56:53;02.06.2025;02:16:00;X;10247179;PLPA-PR-U13-010401-002;10247179;UGP05;90300030;Awaria wibratora poziomego;5,96E-01;H;50000224257;MOBI PRZL ZWZK;;02.06.2025 01:55:59 CET DOMINIK ADACH (ADACHDOMI1) Za nalewarka nadzienia ---------------------------------------- 02.06.2025 02;P14;2;PLPA-PR-U13-010401-002;ZPM6;111;Brak zasilania;;;;;ZPM5;108;utrzymanie ruchu;;PLM6;Awaria wibratora poziomego;ZAK  BrMt BŁKL KWS  MOBI PRRO;TABLETS Modelator;PLPA-PR-U13-010401;TABLETS;1-Wibrator form;1-Wibrator form
PLPA;12671390;1P;01.06.2025;NOWAKDAWI1;01.06.2025;21:22:18;;00:00:00;;00:00:00;;00:00:00;X;10087519;PLPA-PR-U11-010717;;UGP11;90300030;Grzałka zgrzew wstępna do wymiany;0,00E+00;H;;MOBI WTZW;;;P11;3;;;;;;;;;;;;;;;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230;
PLPA;12671391;PQ;02.06.2025;MUSZYGRZE1;02.06.2025;06:13:06;;00:00:00;02.07.2025;10:22:44;02.07.2025;10:22:58;X;10079778;PLPA-PR-U21-010172-001;10079778;UGP21;90300020;Kartoniarka nie klei tacek;0,00E+00;H;50000227284;MOBI PRZL WTZW ZRZa;;;P02;3;PLPA-PR-U21-010172-001;;;;;;;;;;;;PLM4;Kartoniarka nie klei tacek;ZWOL CZPT BrMt KWS  MOBI PRRO;FC PAKOWANIE IFC T55;PLPA-PR-U21-010123;FIGURA CAVA;1-Maszyna pakująca IFC T55;1-Maszyna pakująca IFC T55
PLPA;12671394;1P;02.06.2025;KRZYSTOMA2;02.06.2025;06:42:33;;00:00:00;02.06.2025;06:00:33;02.06.2025;06:20:01;X;10101120;PLPA-PR-U43-011545-003;10101120;UGP43;90300020;BRAK DRUKU;0,00E+00;H;50000224569;PRZL WTZW;;02.06.2025 06:43:44 CET TOMASZ KRZYSZTOSZEK (KRZYSTOMA2) Regulacje parametrów w drukarce;P04;3;PLPA-PR-U43-011545-003;ZPM6;107;Awaria sterowania;;;;;ZPM5;102;Brak przeglądu: zanieczyszczenie;;PLM1;BRAK DRUKU;ZWOL CZPT BrMt KWS  PRRO;KB 3. Pakowanie;PLPA-PR-U43-011545;KB 3.;1-Pakowaczka zbiorcza 2;1-Pakowaczka zbiorcza 2
PLPA;12671395;1P;02.06.2025;KRZYSTOMA2;02.06.2025;06:45:12;02.06.2025;07:00:48;02.06.2025;06:25:12;02.06.2025;06:45:48;X;10101236;PLPA-PR-U43-011545-003;10101236;UGP43;90300020;NIEPRAWIDŁOWY DRUK;2,60E-01;H;50000224570;PRZL ZWZK;;02.06.2025 06:46:25 CET TOMASZ KRZYSZTOSZEK (KRZYSTOMA2) Regulacja parametrów druku;P04;3;PLPA-PR-U43-011545-003;ZPM6;107;Awaria sterowania;;;;;ZPM5;102;Brak przeglądu: zanieczyszczenie;;PLM1;NIEPRAWIDŁOWY DRUK;ZWOL CZPT BrMt KWS  PRRO;KB 3. Pakowanie;PLPA-PR-U43-011545;KB 3.;1-Linia pakująca Golfo;1-Linia pakująca Golfo
PLPA;12671406;1P;01.06.2025;GORZYZBIG1;01.06.2025;23:24:26;02.06.2025;01:45:08;02.06.2025;01:38:56;02.06.2025;01:43:03;X;10115782;PLPA-PR-U11-010703-004;10079583;UGP11;90300020;Regulacja nóż;2,35E+00;H;50000224256;MOBI PRZL ZWZK;;02.06.2025 01:43:24 CET SEBASTIAN WOJDYNA (WOJDYSEBA1) Regulacja noży;P11;2;PLPA-PR-U11-010703-004;ZPM5;103;Zużycie;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;Regulacja nóż;ZAK  CZPT BrMt KWS  MOBI PRRO;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1;2-Pakowarka pozioma 1
PLPA;12671407;1P;01.06.2025;ZIELIMARE1;01.06.2025;23:25:34;02.06.2025;00:12:17;01.06.2025;23:27:04;01.06.2025;23:57:17;X;10079778;PLPA-PR-U21-010172-001;10079778;UGP21;90300030;Awaria czujnika przekladacza;7,79E-01;H;50000224623;MOBI PRZL ZWZK;;01.06.2025 23:57:37 CET KACPER SKRĘTOWSKI (SKRETKACP1) Blokada mechaniczna przekładacza;P02;3;PLPA-PR-U21-010172-001;ZPM6;107;Awaria sterowania;;;;;;;;;PLM1;Awaria czujnika przekladacza;ZWOL CZPT BrMt KWS  MOBI PRRO;FC PAKOWANIE IFC T55;PLPA-PR-U21-010123;FIGURA CAVA;1-Maszyna pakująca IFC T55;1-Maszyna pakująca IFC T55
PLPA;12671410;1P;01.06.2025;ZIELIMARE1;01.06.2025;21:59:41;02.06.2025;00:03:30;01.06.2025;22:02:09;01.06.2025;23:48:30;X;10164251;PLPA-PR-U21-010169-002;10164251;UGP21;90300020;Przeciąganie aluminium;2,06E+00;H;50000224622;MOBI PRZL ZWZK;;01.06.2025 23:49:11 CET PRZEMYSŁAW FIGARSKI (FIGARPRZE1);P02;3;PLPA-PR-U21-010169-002;ZPM5;100;Deformacja;;;;;ZPM5;112;Niska jakość części zamiennych;;PLM1;Przeciąganie aluminium;ZWOL CZPT BrMt KWS  MOBI PRRO;FC PAKOWANIE IFC T110 2;PLPA-PR-U21-010123;FIGURA CAVA;1-Maszyna pakująca IFC T110 2;1-Maszyna pakująca IFC T110 2
PLPA;12671411;1P;02.06.2025;BROZERYK1;02.06.2025;00:00:00;02.06.2025;01:20:57;02.06.2025;00:08:38;02.06.2025;01:05:57;X;10101076;PLPA-PR-U43-011545-003;10101076;UGP43;90300020;Zablokowanie łańcucha, uszkodzenie żabi;1,35E+00;H;50000224641;MOBI PRZL ZWZK;;02.06.2025 00:05:18 CET ERYK BRÓZ (BROZERYK1) Uszkodzenie zabieraków ---------------------------------------- 02.06.2025 01:06;P04;3;PLPA-PR-U43-011545-003;ZPM5;102;Zacinanie się;;;;;ZPM5;106;Przegląd, serwis lub wymiana nie na czas;;PLM1;Zablokowanie łańcucha, uszkodzenie żabi;ZWOL CZPT BrMt KWS  MOBI PRRO;KB 3. Pakowanie;PLPA-PR-U43-011545;KB 3.;1-Pakowaczka 2;1-Pakowaczka 2
PLPA;12671421;1P;01.06.2025;SZYSZANDR1;01.06.2025;23:17:53;01.06.2025;23:34:18;01.06.2025;23:17:53;01.06.2025;23:19:18;X;10103648;PLPA-PR-U21-010121-002;10103648;UGP21;90300020;TEST USTAWIEN DRUKARKI;2,74E-01;H;50000224543;PRZL ZWZK;;01.06.2025 23:19:55 CET Andrzej Szyszka (SZYSZANDR1) test.sprawdzenia ustawien drukarki;P21;3;PLPA-PR-U21-010121-002;ZPM6;107;Awaria sterowania;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;TEST USTAWIEN DRUKARKI;ZWOL CZPT BrMt KWS  PRRO;KS KARTONIARKI ZAMBELLI T36/T72 1;PLPA-PR-U21-010121;KINDER SURPRISE;1-Drukarka 1;1-Drukarka 1
PLPA;12671566;1P;02.06.2025;SZYSZANDR1;02.06.2025;01:53:04;02.06.2025;02:09:27;02.06.2025;01:53:04;02.06.2025;01:54:27;X;10115308;PLPA-PR-U21-010121-003;10115308;UGP21;90300020;TEST USTAWIEN;2,73E-01;H;50000224642;PRZL ZWZK;;02.06.2025 01:54:50 CET Andrzej Szyszka (SZYSZANDR1) test ustawien;P21;3;PLPA-PR-U21-010121-003;ZPM6;107;Awaria sterowania;;;;;ZPM5;108;utrzymanie ruchu;;PLM6;TEST USTAWIEN;ZWOL CZPT BrMt KWS  PRRO;KS LINIA PAKOWANIA GR-07 1;PLPA-PR-U21-010121;KINDER SURPRISE;1-Maszyna Pakująca GR07 - 1;1-Maszyna Pakująca GR07 - 1
PLPA;12671580;1P;02.06.2025;NOWAKDAWI1;02.06.2025;01:17:32;;00:00:00;;00:00:00;;00:00:00;X;10087519;PLPA-PR-U11-010717;;UGP11;90300030;Przełącznik zgrzew wstępny do wymiany;0,00E+00;H;;MOBI WTZW;;;P11;3;;;;;;;;;;;;;;;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230;
PLPA;12671586;1P;02.06.2025;MUSZYSYLW2;02.06.2025;09:00:00;02.06.2025;22:38:02;02.06.2025;09:25:43;02.06.2025;11:00:00;X;10081046;PLPA-PR-U13-010175;10081046;UGP13;90300030;Regulacja etykiety;1,36E+01;H;50000224448;MOBI PRZL ZWZK;;02.06.2025 11:14:24 CET PIOTR SZCZEPAŃSKI (SZCZEPIOT1) Regulacja podawania etykiety;P14;2;PLPA-PR-U13-010175;ZPM5;102;Zacinanie się;;;;;ZPM5;107;Niewłaściwe ustawienia/parametry maszyny;;PLM1;Regulacja etykiety;ZAK  CZPT BrMt KWS  MOBI PRRO;IFCR PAKOWNIE WIEWIÓRKA/BAŁWAN/JAJKO;PLPA-PR-U13;UGP13 TABLETS+ROCHER FIGURES;1-Linia pakowania IFCR;1-Linia pakowania IFCR
PLPA;12671588;PQ;02.06.2025;WARGEROBE1;02.06.2025;10:29:46;;00:00:00;02.06.2025;10:37:03;;00:00:00;;10101585;PLPA-PR-U42-011443-003;;UGP42;90300020;UGP42;0,00E+00;H;50000224529;PRZL WTZW;;;P04;;;;;;;;;;;;;;PLM4;UGP42;ZWOL DMNK KWS  NPT  PRRO;KBW 2. Pakowanie;PLPA-PR-U42-011443;KBW 2.;1-Transporter łańcuchowy Paletyzacji 5-8;
PLPA;12671589;PQ;02.06.2025;WARGEROBE1;02.06.2025;10:38:06;;00:00:00;02.06.2025;10:38:48;;00:00:00;;10101585;PLPA-PR-U42-011443-003;;UGP42;90300020;UGP42;0,00E+00;H;50000224530;PRZL WTZW;;;P04;;;;;;;;;;;;;;PLM4;UGP42;ZWOL DMNK KWS  NPT  PRRO;KBW 2. Pakowanie;PLPA-PR-U42-011443;KBW 2.;1-Transporter łańcuchowy Paletyzacji 5-8;
PLPA;12671642;1P;02.06.2025;NARAJJACE1;02.06.2025;05:00:15;02.06.2025;05:10:02;02.06.2025;04:35:15;02.06.2025;04:55:02;X;10102252;PLPA-PR-U43-011446;10102252;UGP43;90300020;BRAK STARTU;1,63E-01;H;50000224625;PRZL ZWZK;;02.06.2025 05:03:35 CET Jacek Narajczyk (NARAJJACE1) Zerowanie parametrów łańcucha dynamicznego i zmiana parametrów.;P04;3;PLPA-PR-U43-011446;ZPM6;107;Awaria sterowania;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;BRAK STARTU;ZWOL CZPT BrMt KWS  PRRO;KB 2. Pakowanie T6;PLPA-PR-U43;UGP43 KINDER BUENO;1-Robot końcowy T6 1;1-Robot końcowy T6 1
PLPA;12671649;1P;02.06.2025;DOMINJAKU2;02.06.2025;06:54:17;02.06.2025;08:45:17;02.06.2025;06:30:17;02.06.2025;08:30:17;X;10244137;PLPA-PR-U41-011540-001;10244137;UGP31;90300020;AWARIA STEROWANIA GRZANIA;1,85E+00;H;50000224626;PRZL ZWZK;;02.06.2025 13:49:37 CET Jakub Dominiak (DOMINJAKU2) Wymiana czujnika temperatury i wilgotności na wyjściu z nawilżacza. Ustaw;P03;3;PLPA-PR-U41-011540-001;ZPM6;107;Awaria sterowania;PM1;0040;Części daleko od miejsca naprawy;;ZPM5;108;utrzymanie ruchu;;PLM1;AWARIA STEROWANIA GRZANIA;ZWOL CZPT DMNK KWS  NPT  PRRO;KB MINI 2. Piece;PLPA-PR-U41-011540;KB MINI 2. Modelator-nowy;1-Nawilżacz wafla dolnego KB MINI;1-Nawilżacz wafla dolnego KB MINI
PLPA;12671654;1P;02.06.2025;PIATEPAWE1;02.06.2025;07:30:47;02.06.2025;12:15:59;02.06.2025;07:00:47;02.06.2025;12:00:59;X;10174772;PLPA-PR-U32-012011-001;10174772;UGP03;90300020;USZKODZONA KLAPA I WYM.FILTRÓW;4,75E+00;H;50000224510;PRZL ZWZK;;;P03;3;PLPA-PR-U32-012011-001;ZPM5;105;Zatkanie;PM1;0010;Część bez kodu magazynowego;;ZPM5;108;utrzymanie ruchu;;PLM1;USZKODZONA KLAPA I WYM.FILTRÓW;ZAK  CZPT BŁKL DMNK KWS  NPT  PRRO;Preparacja kremu KJ/KB/KBW;PLPA-PR-U32-012011;PREP. Kremu KB;1-Silos Cukier S-3 Nowy;1-Silos Cukier S-3 Nowy
PLPA;12671656;1P;02.06.2025;MATERKARO1;02.06.2025;07:37:22;02.06.2025;09:29:54;02.06.2025;08:21:27;02.06.2025;08:30:00;;10229885;PLPA-PR-U13-010401-003;10229885;UGP13;90300030;Brak potwierdzenia czujnika;0,00E+00;H;50000224411;MOBI PRZL ZWZK;;02.06.2025 09:25:07 CET PIOTR SZCZEPAŃSKI (SZCZEPIOT1) Regulacja czujnika;P14;2;PLPA-PR-U13-010401-003;ZPM6;108;Błąd pomiaru;;;;;ZPM5;107;Niewłaściwe ustawienia/parametry maszyny;;PLM1;Brak potwierdzenia czujnika;ZAK  CZPT BrMt KWS  MOBI PRRO;TABLETS Pakowanie;PLPA-PR-U13-010401;TABLETS;1-Zespół pakowarek zbior. Livetech;1-Zespół pakowarek zbior. Livetech
PLPA;12671686;1P;02.06.2025;KONARTOMA1;02.06.2025;05:29:42;;00:00:00;02.06.2025;05:29:42;;00:00:00;X;10101895;PLPA-PR-U41-011441-001;;UGP41;90300020;NAWINIĘCIE SIATKI NA WAŁ NAPĘDOWY;0,00E+00;H;50000224583;PRZL WTZW;;;P04;3;;;;;;;;;;;;;PLM6;NAWINIĘCIE SIATKI NA WAŁ NAPĘDOWY;ZWOL BrMt KWS  PRRO;KB MINI 1. Modelator;PLPA-PR-U41-011441;KB MINI 1.;1-Oblewarka MINI;
PLPA;12671687;1P;02.06.2025;KONARTOMA1;02.06.2025;05:31:58;;00:00:00;02.06.2025;02:30:00;;00:00:00;X;10101895;PLPA-PR-U41-011441-001;10101895;UGP41;90300020;NAWINIĘCIE SIATKI NA WAŁ NAPĘDOWY;0,00E+00;H;50000224584;PRZL WTZW;;02.06.2025 06:00:24 CET TOMASZ KONARSKI (KONARTOMA1) NAWINIĘCIE SIATKI NA WAŁ NAPĘDOWY 02.06.2025 06:01:45 CET TOMASZ KONARSK;P04;3;PLPA-PR-U41-011441-001;ZPM5;104;Złamanie;PM1;0070;Brak / niedostateczna dokumentacja;;ZPM5;108;utrzymanie ruchu;;PLM6;NAWINIĘCIE SIATKI NA WAŁ NAPĘDOWY;ZWOL CZPT BrMt KWS  PRRO;KB MINI 1. Modelator;PLPA-PR-U41-011441;KB MINI 1.;1-Oblewarka MINI;1-Oblewarka MINI
PLPA;12671688;1P;02.06.2025;MALINKACP1;02.06.2025;07:43:20;02.06.2025;10:07:38;02.06.2025;07:46:44;02.06.2025;09:52:38;X;10126921;PLPA-PR-U12-011312-004;10126921;UGP12;90300020;Awaria szczęk dolnych;2,40E+00;H;50000224585;MOBI PRZL ZWZK;;02.06.2025 09:53:34 CET GRZEGORZ BANASIEWICZ (BANASGRZE2) Regulacja zgrzewu wzdłużnego;P05;3;PLPA-PR-U12-011312-004;ZPM5;100;Deformacja;;;;;ZPM5;107;Niewłaściwe ustawienia/parametry maszyny;;PLM1;Awaria szczęk dolnych;ZAK  CZPT BrMt KWS  MOBI PRRO;NUTELLA B-READY PAKOWANIE T2 AUTOMAT;PLPA-PR-U12-011312;NUTELLA B-READY;1 - Zespól Flowpacków T2;1 - Zespól Flowpacków T2
PLPA;12671695;1P;02.06.2025;CZAPNGRZE1;02.06.2025;08:02:20;10.06.2025;07:39:48;10.06.2025;07:13:32;10.06.2025;07:13:50;X;10116593;PLPA-PR-U11-010703-005;10116593;UGP11;90300030;Awaria stycznia;1,92E+02;H;50000224959;MOBI PRZL ZWZK;;10.06.2025 07:14:42 CET Tomasz Wojnarowski (WOJNATOMA1) Sprawdzenie połączeń, reset drivera i uruchomienie.;P11;2;PLPA-PR-U11-010703-005;ZPM6;107;Awaria sterowania;;;;;;;;;PLM6;Awaria stycznia;ZAK  CZPT BrMt KWS  MOBI PRRO;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -2   005814;1-Linia ważąco-pakujaca T-15 -2   005814
