Zawiadomienie;Rodzaj zawiadomienia;Utworzono dnia;Pocz. zakłóc. (godz.);Koniec zakłóc.(godz.);Przestój;Urządzenie;Lokalizacja funkc.;Lokalizacja;Opis;Czas przestoju;Jedn. czasu przest.;Wpływ;Kod uszkodzenia;Tekst dot. szkody;Kod przyczyny;Ozn. lokaliz. funkc.;Line functional location;Ozn. lokaliz. funkc.;Oznaczenie obiektu
12484949;1P;09.01.2025;09:21:06;10:29:04;X;10201854;PLPA-PR-U11-010709;UGP11;Nie drukuje daty;1,13E+00;H;1;113;Błąd uziemienia / Błąd zerowania;;LINIA WAŻĄCO-PAKUJĄCA 12 T9 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Kartoniarka T9
12485122;1P;09.01.2025;10:06:21;15:21:04;X;10116394;PLPA-PR-U11-010703-004;UGP11;Ogólny alarm;5,25E+00;H;3;107;Awaria sterowania;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12485412;1P;09.01.2025;13:06:24;15:20:51;X;10116595;PLPA-PR-U11-010703-005;UGP11;Awaria pasa pod gwiazdą;2,24E+00;H;3;103;Zużycie;108;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -4
12485426;1P;09.01.2025;14:13:38;16:16:35;X;10116830;PLPA-PR-U11-010717;UGP11;Nieprawidłowa temperatura grzałki;2,05E+00;H;2;107;Awaria sterowania;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 2     003231
12485386;1P;09.01.2025;15:23:07;00:00:00;X;10117966;PLPA-PR-U11-010703-003;UGP11;Błędny odczyt monitora tv transport tac;0,00E+00;H;1;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół dozowania produktu
12485790;1P;09.01.2025;19:19:46;01:04:24;X;10115782;PLPA-PR-U11-010703-004;UGP11;Nie rozcina cukierka;5,74E+00;H;1;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12485885;1P;10.01.2025;01:04:43;00:00:00;;10115783;PLPA-PR-U11-010703-006;UGP11;Wysoka temp na nożach odcinanie 1,22;0,00E+00;H;2;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12486628;1P;10.01.2025;12:58:26;20:45:51;X;10130780;PLPA-PR-U11-010703-005;UGP11;Uszkodzony manometr;3,18E+01;H;1;103;Zużycie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zrobotyzowane urząd.nakład. cover 2
12486936;1P;10.01.2025;15:55:34;00:00:00;X;10116568;PLPA-PR-U11-010703-005;UGP11;Brak nakładki na przycisk „start cyklu”;0,00E+00;H;1;;;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -3
12487331;1P;10.01.2025;18:24:00;05:21:54;X;10117944;PLPA-PR-U11-010703-003;UGP11;Nie działa  drugi welon;1,10E+01;H;3;109;Zwarcie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Oblewarka
12487487;1P;10.01.2025;21:39:00;05:22:18;X;10117944;PLPA-PR-U11-010703-003;UGP11;Niska temperatura na stołach;7,72E+00;H;1;102;Zacinanie się;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Oblewarka
12487444;1P;10.01.2025;21:12:27;03:31:24;X;10116830;PLPA-PR-U11-010717;UGP11;Uszkodzony czujnik obecności kasety;6,32E+00;H;2;110;Przerwa w obwodzie;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 2     003231
12487594;1P;10.01.2025;22:39:51;05:40:27;X;10116401;PLPA-PR-U11-010703-004;UGP11;Wydmuch dobrego cukierka;7,01E+00;H;3;107;Awaria sterowania;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
12487601;1P;10.01.2025;22:47:35;05:40:45;X;10115784;PLPA-PR-U11-010703-006;UGP11;Zła praca maszyny z przekładaczem;6,89E+00;H;3;107;Awaria sterowania;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12487602;1P;11.01.2025;00:41:09;01:16:37;X;10201854;PLPA-PR-U11-010709;UGP11;Złe formowanie kartonika;5,91E-01;H;2;100;Deformacja;;LINIA WAŻĄCO-PAKUJĄCA 12 T9 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Kartoniarka T9
12487498;1P;11.01.2025;00:53:17;01:40:26;X;10201854;PLPA-PR-U11-010709;UGP11;Nie włącza się transporter;7,86E-01;H;2;107;Awaria sterowania;;LINIA WAŻĄCO-PAKUJĄCA 12 T9 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Kartoniarka T9
12487528;1P;11.01.2025;06:10:36;07:42:29;X;10115782;PLPA-PR-U11-010703-004;UGP11;Zakładki nieszczelne cukierki;1,53E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12487777;1P;11.01.2025;04:07:09;00:00:00;X;10115782;PLPA-PR-U11-010703-004;UGP11;Brak szczelności;0,00E+00;H;3;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12487727;1P;11.01.2025;04:51:59;05:22:54;X;10117915;PLPA-PR-U11-010703-003;UGP11;Awaria przekładacza nie pobiera pic poc;5,15E-01;H;2;102;Zacinanie się;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Przekładacz na trans. siat. 2   005114
12487890;1P;11.01.2025;07:39:30;10:19:01;X;10118187;PLPA-PR-U11-010703-003;UGP11;Niska temperatura wody na zbiorniku;2,66E+00;H;1;105;Zatkanie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Instalacja technologiczna polewy
12487934;1P;11.01.2025;08:59:29;10:44:15;X;10115783;PLPA-PR-U11-010703-006;UGP11;Regulacja pdawania pirotino;1,75E+00;H;2;102;Zacinanie się;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12488015;1P;11.01.2025;09:10:49;00:00:00;X;10115782;PLPA-PR-U11-010703-004;UGP11;Regulacja nóż;0,00E+00;H;2;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12487699;1P;11.01.2025;10:29:16;10:44:00;X;10115784;PLPA-PR-U11-010703-006;UGP11;Regulacja maczaków kartoniarki;2,46E-01;H;2;100;Deformacja;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12488295;1P;11.01.2025;16:38:22;17:39:00;X;10115784;PLPA-PR-U11-010703-006;UGP11;Regulacja kartoniarki;1,01E+00;H;2;102;Zacinanie się;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12488452;1P;11.01.2025;22:07:47;00:17:01;X;10115784;PLPA-PR-U11-010703-006;UGP11;Kolizja podajnika pirotino;2,15E+00;H;3;102;Zacinanie się;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12488820;1P;12.01.2025;09:51:11;13:23:28;X;10115784;PLPA-PR-U11-010703-006;UGP11;Nie rozcina foli zgrzew poprzeczny;3,54E+00;H;3;103;Zużycie;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12488545;1P;12.01.2025;02:36:56;00:00:00;X;10117922;PLPA-PR-U11-010703-003;UGP11;Blokowanie się form;0,00E+00;H;2;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Rozkładacz form 2               005112
12488533;1P;11.01.2025;23:55:07;00:46:40;X;10117910;PLPA-PR-U11-010703-003;UGP11;Brak kołka;8,59E-01;H;3;100;Deformacja;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół chłodniczy 1
12488620;1P;12.01.2025;02:05:02;03:41:53;X;10152112;PLPA-PR-U11-010703-002;UGP11;Regulacja kartoniarki;1,61E+00;H;3;102;Zacinanie się;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -6
12488496;1P;12.01.2025;07:48:18;08:45:18;X;10158831;PLPA-PR-U11-010703-006;UGP11;Źle zamyka kartonik Uszkadza;9,50E-01;H;3;100;Deformacja;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakująca zbiorcza MW 05/06
12488499;1P;12.01.2025;13:24:41;01:15:34;;10116394;PLPA-PR-U11-010703-004;UGP11;Szkodzony przewód sprężonego powietrza;0,00E+00;H;1;104;Złamanie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12488546;1P;12.01.2025;02:40:11;00:00:00;X;10117956;PLPA-PR-U11-010703-003;UGP11;Rozwalanie form na windzie pakowaczki;0,00E+00;H;2;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół chłodniczy 3
12488911;1P;12.01.2025;18:13:38;21:34:42;X;10115784;PLPA-PR-U11-010703-006;UGP11;Regulacja maczaków kartoniarki;3,35E+00;H;2;102;Zacinanie się;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12488766;1P;12.01.2025;09:18:01;13:23:05;X;10116398;PLPA-PR-U11-010703-004;UGP11;Awaria napędu pasa reduktora rzędów;4,08E+00;H;3;110;Przerwa w obwodzie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12488767;1P;12.01.2025;14:32:42;15:12:01;X;10085216;PLPA-PR-U11-010716;UGP11;Nieprawidłowe formowanie kartonika;6,55E-01;H;3;100;Deformacja;;LINIA WAŻĄCO-PAKUJĄCA 7 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Kartoniarka
12488716;1P;12.01.2025;19:14:01;21:34:28;X;10115784;PLPA-PR-U11-010703-006;UGP11;Magazynek pirotino pobieranie;2,34E+00;H;2;102;Zacinanie się;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12488876;1P;12.01.2025;09:28:25;00:00:00;;10115784;PLPA-PR-U11-010703-006;UGP11;Źle odkłada pirotino na łańcuch;0,00E+00;H;2;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12488607;1P;13.01.2025;01:45:14;02:23:58;X;10117914;PLPA-PR-U11-010703-003;UGP11;Awaria rozsuwania przekładacza;6,46E-01;H;3;103;Zużycie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Przekładacz na trans. siat. 1   005113
12488998;1P;12.01.2025;21:40:27;00:00:00;X;10079605;PLPA-PR-U11-010703-004;UGP11;Brakuje zabezpieczenia  transportera;0,00E+00;H;2;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Transportery
12489053;1P;13.01.2025;02:05:59;03:33:22;X;10201854;PLPA-PR-U11-010709;UGP11;Urwany popychacz kartonika;1,46E+00;H;3;103;Zużycie;108;LINIA WAŻĄCO-PAKUJĄCA 12 T9 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Kartoniarka T9
12489075;PT;13.01.2025;07:01:19;00:00:00;;10117886;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD MODUŁU TNACEGO;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2 - Moduł tnący 1
12489076;PT;13.01.2025;07:04:08;00:00:00;;10117887;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD MODUŁU TNACEGO;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2- Moduł tnący 2
12489077;PT;13.01.2025;07:08:33;00:00:00;;10126004;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD MAGAZYNKA WAFLA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;3- Magazynek wafla 1
12489078;PT;13.01.2025;07:12:28;00:00:00;;10138778;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD MAGAZYNKA WAFLA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;3- Magazynek wafla 2
12489079;PT;13.01.2025;07:20:07;00:00:00;;10126325;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD WYPYCHACZA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Wypychacz z form 1
12489590;PT;13.01.2025;07:22:40;00:00:00;;10126326;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD WYPYCHACZA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Wypychacz z form 2
12489591;PT;13.01.2025;07:24:17;00:00:00;;10127128;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD PODAJNIKA MIGDAŁA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Podajnik migdała Labotek
12489592;PT;13.01.2025;07:26:16;00:00:00;;10117914;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD PRZEKŁADACZA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Przekładacz na trans. siat. 1   005113
12489555;1P;13.01.2025;08:30:20;06:49:32;X;10152112;PLPA-PR-U11-010703-002;UGP11;Uszkodzona kartoniarka W6;2,23E+01;H;3;100;Deformacja;108;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -6
12489593;PT;13.01.2025;07:27:46;00:00:00;;10118744;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD  SIATKI;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Transporter siatkowy
12489603;1P;13.01.2025;07:41:16;00:00:00;X;10115762;PLPA-PR-U11-010703-004;UGP11;Brak możliwości uruchomienia;0,00E+00;H;2;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Paletyzacja transportery
12489667;PT;13.01.2025;07:28:54;00:00:00;;10117890;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD CZUJNIKÓW;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Transporter główny modelatora
12489669;PT;13.01.2025;08:57:44;00:00:00;;10116400;PLPA-PR-U11-010703-004;UGP11;PRZEGLĄD WYMIANA TAŚM;0,00E+00;H;;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Pakowarka pozioma 5
12489840;PT;13.01.2025;09:22:29;00:00:00;;;PLPA-PR-U11-010703-004;UGP11;PRZEGLĄD SZAF STEROWNICZYCH;0,00E+00;H;;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;
12489841;PT;13.01.2025;09:25:00;00:00:00;;10079711;PLPA-PR-U11-010703-006;UGP11;PRZEGLĄD KARTONIARKI;0,00E+00;H;;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Kartoniarka / do display T3,T4 /
12489842;PT;13.01.2025;09:26:34;00:00:00;;;PLPA-PR-U11-010717;UGP11;PRZEGLĄD CZUJNIKÓW;0,00E+00;H;;;;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;
12489845;PT;13.01.2025;09:35:42;00:00:00;;10085216;PLPA-PR-U11-010716;UGP11;PRZEGLĄD KARTONIARKI;0,00E+00;H;;;;;LINIA WAŻĄCO-PAKUJĄCA 7 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Kartoniarka
12490342;1P;13.01.2025;15:40:21;17:46:17;X;10115784;PLPA-PR-U11-010703-006;UGP11;Brak podawania pirotino;2,10E+00;H;3;100;Deformacja;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12490982;1P;13.01.2025;21:11:17;06:50:01;X;10115784;PLPA-PR-U11-010703-006;UGP11;Kartoniarka źle składa display;9,65E+00;H;2;100;Deformacja;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12490915;1P;13.01.2025;23:16:14;00:00:00;;10125849;PLPA-PR-U11-010719;UGP11;Brak szkiełka na zegarze festo;0,00E+00;H;3;;;;LINIA WAŻĄCO-PAKUJĄCA 10 T45 L.19 RAFFAE;PLPA-PR-U11;UGP11 RAFFAELLO;1-Etykieciarka 2
12490836;1P;13.01.2025;23:13:45;00:00:00;;10116480;PLPA-PR-U11-010716;UGP11;Brak szkiełka na zegarze festo;0,00E+00;H;3;;;;LINIA WAŻĄCO-PAKUJĄCA 7 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Linia pakowania wieloformatowego
12491035;1P;13.01.2025;23:48:02;00:00:00;;10118886;PLPA-PR-U11-010717;UGP11;Brak szkiełka na zegarze gęsto;0,00E+00;H;3;;;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Stacja robota kartezjańskiego   003773
12490988;1P;14.01.2025;00:15:43;00:00:00;;10079591;PLPA-PR-U11-010703-004;UGP11;Brak szkiełka w zegarze festo;0,00E+00;H;3;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Pakowarka pozioma nr 5 stary
12490996;1P;13.01.2025;23:10:39;00:00:00;;10116483;PLPA-PR-U11-010716;UGP11;Brak szkiełka na zegarze festo;0,00E+00;H;3;;;;LINIA WAŻĄCO-PAKUJĄCA 7 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Szafa sterownicza linii
12491079;PP;13.01.2025;23:42:57;00:00:00;;10087519;PLPA-PR-U11-010717;UGP11;Uszkodzona osłona z plexi;0,00E+00;H;1;;;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
12491057;1P;13.01.2025;23:35:03;00:00:00;;10117948;PLPA-PR-U11-010703-003;UGP11;Brak szkiełka na zegarze festo;0,00E+00;H;1;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół obsypywania wiórkiem
12490962;1P;13.01.2025;23:44:30;00:00:00;;10166540;PLPA-PR-U11-010717;UGP11;Brak szkiełka na zegarze gęsto;0,00E+00;H;3;;;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Przekładacz produktu do IPE 2   005110
12491171;1P;14.01.2025;00:27:39;11:59:24;;10116584;PLPA-PR-U11-010703-005;UGP11;Brak przycisku start;0,00E+00;H;3;110;Przerwa w obwodzie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Szafa sterownicza
12491353;1P;14.01.2025;05:28:06;00:00:00;;10115784;PLPA-PR-U11-010703-006;UGP11;Źle podaje pirotino na łańcuch;0,00E+00;H;2;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12491047;1P;14.01.2025;05:23:55;14:38:12;X;10116398;PLPA-PR-U11-010703-004;UGP11;Uszkodzona kratka wentylacyjna szafy el;5,72E+01;H;1;113;Błąd uziemienia / Błąd zerowania;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12491414;1P;14.01.2025;07:12:40;09:56:07;X;10116595;PLPA-PR-U11-010703-005;UGP11;Awaria zamykania kartonika;2,72E+00;H;3;103;Zużycie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -4
12491475;1P;14.01.2025;08:12:21;09:55:55;X;10115783;PLPA-PR-U11-010703-006;UGP11;Awaria odcinania;1,73E+00;H;3;103;Zużycie;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12491482;1P;14.01.2025;09:18:01;13:34:28;X;10116401;PLPA-PR-U11-010703-004;UGP11;Uszkodzony wydmuch cukierka;4,27E+00;H;2;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
12491790;1P;14.01.2025;10:19:07;17:57:43;X;10116594;PLPA-PR-U11-010703-005;UGP11;Brak osłony krawędzi po odrzuceniu kart;7,64E+00;H;1;103;Zużycie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -1
12491716;1P;14.01.2025;10:57:38;16:01:48;X;10115784;PLPA-PR-U11-010703-006;UGP11;Kolizja pirotino;5,07E+00;H;3;102;Zacinanie się;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12492122;1P;14.01.2025;14:48:07;17:41:16;X;10115782;PLPA-PR-U11-010703-004;UGP11;Przeciążenie łańcucha.;2,89E+00;H;3;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12491873;1P;14.01.2025;16:02:16;23:59:25;X;10115784;PLPA-PR-U11-010703-006;UGP11;Źle działa podajnik pirotino;7,95E+00;H;2;102;Zacinanie się;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12492106;1P;14.01.2025;15:14:17;16:27:36;X;10115782;PLPA-PR-U11-010703-004;UGP11;Uszkodzony serwomotor napęd łańcucha;1,22E+00;H;2;107;Awaria sterowania;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12492158;1P;14.01.2025;17:23:30;00:00:00;X;10117922;PLPA-PR-U11-010703-003;UGP11;Blokowanie form;0,00E+00;H;3;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Rozkładacz form 2               005112
12492117;1P;14.01.2025;17:50:47;00:00:00;X;10079670;PLPA-PR-U11-010703-005;UGP11;Awaria składania covera;0,00E+00;H;3;;;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zrobotyzowane urząd.nakład.cover 1
12492149;1P;14.01.2025;17:21:22;00:00:00;X;10117959;PLPA-PR-U11-010703-003;UGP11;Blokowanie form na rozkładarce stosów;0,00E+00;H;3;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół dystrybucji tac 24x6
12492292;1P;14.01.2025;18:11:31;21:03:50;X;10079670;PLPA-PR-U11-010703-005;UGP11;Awaria czapkarki;2,87E+00;H;3;103;Zużycie;108;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zrobotyzowane urząd.nakład.cover 1
12492314;1P;14.01.2025;18:12:12;23:59:05;X;10115784;PLPA-PR-U11-010703-006;UGP11;Brak podawania pirotino;5,78E+00;H;3;103;Zużycie;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12492431;1P;14.01.2025;21:04:28;23:58:47;X;10116394;PLPA-PR-U11-010703-004;UGP11;Brak rozcinania cukierka;2,91E+00;H;3;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12492650;1P;14.01.2025;23:15:43;05:47:15;X;10116398;PLPA-PR-U11-010703-004;UGP11;Nie rozcina cukierków;6,53E+00;H;3;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
