Nr zlecenia;Rodzaj zlecenia;Zakład;Lokalizacja / zakład;Krótki tekst;Line functional location;Ozn. lokaliz. funkc.;Impianto functional location;Ozn. lokaliz. funkc.;Urządzenie;Oznaczenie obiektu;Odpow. stanow. rob.;Status systemu;Baz. term. rozp.;Baz.term.zak.;Wprowadził(a);Data wprowadzenia;Godzina utworzenia;Zawiadomienie;Rodzaj zawiadomienia;Notification Long Text;Utworzono dnia;Utworzone przez;Problem;Kod uszkodzenia;Tekst dot. szkody;Część obiektu;Kod części obiektu;Tek. kodu części ob.;Przyczyna;Kod przyczyny;Tekst kodu przyczyny;Początek zakłócenia;Pocz. zakłóc. (godz.);Koniec zakłócenia;Koniec zakłóc.(godz.);Żądane rozpoczęcie;Żądana godzina rozp.;Żądane zakończenie;Żądana godz. zak.;Czas przestoju;Jedn. czasu przest.;Zmienione przez;Zmienione dnia
50000224417;PLM1;PLPA;UGP21;Regulacja dociskania wałków;PLPA-PR-U21-010121;KINDER SURPRISE;PLPA-PR-U21-010121-001;KS MODELATOR;10103244;1-Wałek dociskający formy;90300030;ZWOL CZPT BrMt KWS  MOBI PRRO;03.06.2025;;SOLTYTADE1;03.06.2025;05:24:40;12673325;1P;03.06.2025 05:25:09 CET TADEUSZ SOŁTYSIAK (SOLTYTADE1);02.06.2025;JANUSWALD1;ZPM6;107;Awaria sterowania;;;;;;;02.06.2025;23:49:47;03.06.2025;05:39:52;03.06.2025;05:24:37;03.06.2025;05:24:52;5,83;H;;
50000224418;PLM1;PLPA;UGP12;Złe zgrzewanie foli;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-004;NUTELLA B-READY PAKOWANIE T2 AUTOMAT;10126921;1 - Zespól Flowpacków T2;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;03.06.2025;;CZACHTOMA1;03.06.2025;06:23:08;12671845;1P;03.06.2025 06:33:49 CET TOMASZ CZACHOROWSKI (CZACHTOMA1) Regulacja;02.06.2025;MALINKACP1;ZPM5;102;Zacinanie się;;;;ZPM5;108;utrzymanie ruchu;02.06.2025;10:22:27;03.06.2025;06:44:48;03.06.2025;06:23:05;03.06.2025;06:29:48;20,37;H;DOROZKRZY1;07.07.2025
50000224419;PLM1;PLPA;UGP12;Kolizja form niebieskich pod magazynkam;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-002;NUTELLA B-READY MODELATOR;10126178;1-Zespół magazynowania form niebieskich;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;03.06.2025;;CZACHTOMA1;03.06.2025;09:38:16;12673827;1P;03.06.2025 09:47:44 CET TOMASZ CZACHOROWSKI (CZACHTOMA1) Kolizja form. Wymiana uszkodzonych  zabieraków;03.06.2025;KOPCZALBE1;ZPM5;104;Złamanie;;;;ZPM5;108;utrzymanie ruchu;03.06.2025;09:36:50;03.06.2025;20:54:25;03.06.2025;09:38:13;03.06.2025;09:45:58;11,29;H;DOROZKRZY1;07.07.2025
50000224423;PLM1;PLPA;UGP12;Kolizja form w CB2;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-002;NUTELLA B-READY MODELATOR;10225905;1-Chłodnia produktu gotowego;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;01.06.2025;;ANUSZADAM1;01.06.2025;22:18:01;12671374;1P;01.06.2025 22:28:11 CET Adam Anuszewski (ANUSZADAM1);01.06.2025;KOPCZALBE1;ZPM5;105;Zatkanie;;;;;;;01.06.2025;21:49:21;02.06.2025;01:15:15;01.06.2025;22:17:57;01.06.2025;22:27:55;3,43;H;DOROZKRZY1;07.07.2025
50000224424;PLM2;PLPA;UGP42;Przegląd.Wymiana szybkozłączek, sprzęgie;PLPA-PR-U42-011442;KBW 1/COCO;PLPA-PR-U42-011442-002;KBW 1. Modelator;10160511;1-Zespół maszyn dekorujących;90300020;ZWOL CZPT BrMt KWS  PRRO;02.06.2025;02.06.2025;SMYLROBE1;02.06.2025;07:33:58;12671738;PT;;02.06.2025;SMYLROBE1;;;;;;;;;;02.06.2025;07:31:01;;00:00:00;02.06.2025;07:33:57;;00:00:00;0;H;;
50000224425;PLM6;PLPA;UGP13;Uszkodzona sonda Tempermeteru E5 Sollich;PLPA-PR-U13-010178;FC ROCHER(MODELATOR&PAKOWANIE)OLD;PLPA-PR-U13-010178-006;GF RO/FCR MODELATOR CEDA;10227551;1-Instalacja technologiczna kremu;90300020;ZAK  DMNK KWS  NPT  PRRO;02.06.2025;06.06.2025;JANKOPIOT1;02.06.2025;08:37:34;12671802;1P;;02.06.2025;JANKOPIOT1;;;;;;;;;;02.06.2025;08:36:15;;00:00:00;02.06.2025;08:37:32;;00:00:00;0;H;DOROZKRZY1;07.07.2025
50000224426;PLM4;PLPA;UGP06;Dołożenie osłon nad nalewarkami;PLPA-PR-U13-010177;FC ROCHER(MODELATOR&PAKOWANIE)NEW;PLPA-PR-U13-010177-001;FCR/GF RO MODELATOR BUHLER;10227735;1-Nalewarka 1;90300020;ZWOL BŁKL DMNK KWS  NPT  PRRO;04.06.2025;06.06.2025;JANKOPIOT1;02.06.2025;09:04:09;12671803;PQ;;02.06.2025;JANKOPIOT1;;;;;;;;;;02.06.2025;09:02:50;;00:00:00;02.06.2025;09:04:08;;00:00:00;0;H;JANKOPIOT1;24.06.2025
50000224427;PLM1;PLPA;UGP43;PROBLEM Z PODAWANIEM KLEJU;PLPA-PR-U43;UGP43 KINDER BUENO;PLPA-PR-U43-011447;KB 2. Carton Case;10174466;1- Robot pakujący w BOXY. LIVETECH;90300020;ZWOL CZPT DMNK KWS  NPT  PRRO;02.06.2025;02.06.2025;KONOPPIOT2;02.06.2025;09:15:44;12671805;1P;;02.06.2025;KONOPPIOT2;;;;;;;;;;02.06.2025;09:15:42;;00:00:00;02.06.2025;09:15:42;;00:00:00;0;H;KONOPPIOT2;07.06.2025
50000224428;PLM4;PLPA;UGP06;Uzupełnienie zaślepek do profili;PLPA-PR-U13-010177;FC ROCHER(MODELATOR&PAKOWANIE)NEW;PLPA-PR-U13-010177-001;FCR/GF RO MODELATOR BUHLER;10227792;1-Chłodnia;90300020;ZWOL BŁKL DMNK KWS  NPT  PRRO;04.06.2025;06.06.2025;JANKOPIOT1;02.06.2025;09:26:34;12671806;PQ;;02.06.2025;JANKOPIOT1;;;;;;;;;;02.06.2025;09:18:57;;00:00:00;02.06.2025;09:26:33;;00:00:00;0;H;;
50000224429;PLM4;PLPA;UGP42;UGP42;PLPA-PR-U42-011443;KBW 2.;PLPA-PR-U42-011443-003;KBW 2. Pakowanie;10101585;1-Transporter łańcuchowy Paletyzacji 5-8;90300020;ZWOL DMNK KWS  NPT  PRRO;06.06.2025;09.06.2025;WARGEROBE1;02.06.2025;11:00:01;12671809;PQ;;02.06.2025;WARGEROBE1;;;;;;;;;;02.06.2025;10:57:41;;00:00:00;02.06.2025;11:00:00;;00:00:00;0;H;;
50000224430;PLM1;PLPA;UGP11;Brak rozcinania cukierka;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-004;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;10116398;1-Linia pakowania T1 - 5;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;02.06.2025;;BAJORDARI1;02.06.2025;12:44:11;12672284;1P;02.06.2025 13:47:42 CET DARIUSZ BAJORYŃSKI (BAJORDARI1) Regulacja noży.;02.06.2025;CZAPNGRZE1;ZPM5;103;Zużycie;;;;ZPM5;108;utrzymanie ruchu;02.06.2025;12:30:29;02.06.2025;13:47:15;02.06.2025;12:44:08;02.06.2025;13:47:15;1,28;H;DOROZKRZY1;07.07.2025
50000224431;PLM1;PLPA;UGP03;BRAK OLEJU W UKŁADZIE.;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012119;KB Rework;10128687;1- Młynek urschel;90300020;ZAK  CZPT BŁKL DMNK KWS  NPT  PRRO;02.06.2025;02.06.2025;LUKASALBE1;02.06.2025;21:06:55;12672318;1P;02.06.2025 21:23:50 CET ALBERT ŁUKASIEWICZ (LUKASALBE1) Uzupełnienie oleju w układzie smatowania. 02.06.2025 21:30:17 CET Tom;02.06.2025;LUKASALBE1;ZPM5;103;Zużycie;PM1;0040;Części daleko od miejsca naprawy;ZPM5;108;utrzymanie ruchu;02.06.2025;21:06:53;02.06.2025;21:35:00;02.06.2025;20:20:00;02.06.2025;21:20:00;0,47;H;KOMORPATR1;15.07.2025
50000224432;PLM1;PLPA;UGP12; Błąd Asi;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-003;NUTELLA B-READY PAKOWANIE;10126282;1 - Zespół pickerów Schubert;90300030;ZAK  BrMt KWS  MOBI PRRO;03.06.2025;;PACUCPRZE1;03.06.2025;14:15:32;12674280;1P;03.06.2025 14:10:12 CET CEZARY JANUS (JANUSCEZA1) Otwieranie drzwi podczas produkcji ---------------------------------------- 03;03.06.2025;JANUSCEZA1;ZPM6;107;Awaria sterowania;;;;;;;03.06.2025;14:09:18;03.06.2025;14:46:58;03.06.2025;14:15:29;03.06.2025;14:31:58;0,63;H;DOROZKRZY1;07.07.2025
50000224433;PLM1;PLPA;UGP21;Skrawki aluminium na matrycy;PLPA-PR-U21-010123;FIGURA CAVA;PLPA-PR-U21-010179-002;FC PAKOWANIE IFC T75 2;10127265;1-Maszyna pakująca IFC T75 2;90300020;ZWOL BrMt KWS  MOBI PRRO;03.06.2025;;STUDZLUKA1;03.06.2025;14:17:10;12674264;1P;03.06.2025 16:15:47 CET ŁUKASZ STUDZIŃSKI (STUDZLUKA1);03.06.2025;MUSZYGRZE1;ZPM5;103;Zużycie;;;;;;;03.06.2025;13:54:37;03.06.2025;16:30:37;03.06.2025;14:17:07;03.06.2025;16:15:37;2,6;H;;
50000224434;PLM1;PLPA;UGP11;Żale podawany klej;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-006;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;10158831;1-Linia pakująca zbiorcza MW 05/06;90300020;ZAK  DMNK KWS  MOBI NPT  PRRO;03.06.2025;;BAJORDARI1;03.06.2025;20:35:49;12674653;1P;03.06.2025 21:16:52 CET DARIUSZ BAJORYŃSKI (BAJORDARI1) Wymiana elementu natryskowego.;03.06.2025;CZAPNGRZE1;ZPM5;105;Zatkanie;;;;ZPM5;108;utrzymanie ruchu;03.06.2025;18:37:28;03.06.2025;23:08:00;03.06.2025;20:35:46;03.06.2025;21:16:14;4,51;H;DOROZKRZY1;07.07.2025
50000224435;PLM2;PLPA;FACILITIES;Wymiana filtrów 72139774;PLPA-FA-001-100000;FAC B1 B2 B3 B4 B5 B6 GS MCZ;PLPA-FA-001-100000-002;Budynek 2 FC;;;90300020;OTW  BrMt DMNK KWS  PRRO;05.06.2025;05.06.2025;GODUSPRZE1;05.06.2025;10:51:41;12676946;PT;;05.06.2025;GODUSPRZE1;;;;;;;;;;05.06.2025;10:50:23;;00:00:00;05.06.2025;10:51:39;;00:00:00;0;H;;
50000224436;PLM2;PLPA;FACILITIES;Wymiana filtrów VSP-005;PLPA-FA-001-100000;FAC B1 B2 B3 B4 B5 B6 GS MCZ;PLPA-FA-001-100000-001;Budynek 1 KS;;;90300020;ZWOL BrMt BŁKL DMNK KWS  NPT  PRRO;13.06.2025;13.06.2025;GODUSPRZE1;05.06.2025;10:55:07;12676947;PT;;05.06.2025;GODUSPRZE1;;;;;;;;;;05.06.2025;10:52:02;;00:00:00;05.06.2025;10:55:04;;00:00:00;0;H;GODUSPRZE1;05.06.2025
50000224437;PLM2;PLPA;UGP22;Przegląd siatki modelatora Tartufino;PLPA-PR-U22-010320;KJ MODELOWANIE TARTUFINO;PLPA-PR-U22-010320-002;KJ MODELATOR TARTUFINO;10107457;3-Transporter siatkowy;90300020;ZWOL CZPT BrMt KWS  PRRO;05.06.2025;05.06.2025;KOTULGRZE1;05.06.2025;11:44:20;12677365;PT;;05.06.2025;KOTULGRZE1;;;;;;;;;;05.06.2025;11:43:27;;00:00:00;05.06.2025;11:44:18;;00:00:00;0;H;;
50000224438;PLM2;PLPA;UGP22;Wymiana węża grzewczego kartoniarka K2;PLPA-PR-U22-010325;KJ LINIA 1;PLPA-PR-U22-010325-002;KJ 1 PAKOWANIE;10107619;1-Zespół kartoniarki K2;90300020;ZWOL CZPT DMNK KWS  NPT  PRRO;06.06.2025;06.06.2025;KOTULGRZE1;05.06.2025;12:01:40;12677366;PT;;05.06.2025;KOTULGRZE1;;;;;;;;;;05.06.2025;12:00:20;;00:00:00;05.06.2025;12:01:39;;00:00:00;0;H;GRABOROBE1;05.06.2025
50000224439;PLM1;PLPA;UGP03;PĘKNIĘTA TAŚMA;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012010;PREP. Kremu RAF;10108205;1-Trans. Taśmowy;90300020;ZAK  CZPT BrMt BŁKL KWS  PRRO;05.06.2025;05.06.2025;CHRABDARI1;05.06.2025;23:37:25;12677778;1P;;05.06.2025;CHRABDARI1;;;;;;;;;;05.06.2025;23:37:20;;00:00:00;05.06.2025;23:37:20;;00:00:00;0;H;KOMORPATR1;15.07.2025
50000224444;PLM1;PLPA;UGP21;Awaria silnika elau;PLPA-PR-U21-010123;FIGURA CAVA;PLPA-PR-U21-010169-002;FC PAKOWANIE IFC T110 2;10164251;1-Maszyna pakująca IFC T110 2;90300030;ZWOL BrMt KWS  MOBI PRRO;01.06.2025;;KOWALROBE1;01.06.2025;01:17:01;12670619;1P;01.06.2025 01:19:40 CET ROBERT KOWALCZYK (KOWALROBE1) Przywracanie połączenia sieciowego na serwonapędach. (23.10 -23.40);31.05.2025;MUSZYGRZE1;ZPM6;107;Awaria sterowania;;;;;;;31.05.2025;23:09:17;01.06.2025;01:32:14;01.06.2025;01:16:57;01.06.2025;01:17:14;2,38;H;;
50000224445;PLM1;PLPA;UGP22;PRZEKŁADACZ NIE POBIERA KARTONIKÓW.;PLPA-PR-U22;UGP22 KINDER JOY;PLPA-PR-U22-010335;KJ T3 VALIGETTA;10080143;1-Pakowaczka T3 1;90300020;ZWOL CZPT BrMt KWS  PRRO;01.06.2025;01.06.2025;GRABOROBE1;01.06.2025;16:37:53;12670873;1P;;01.06.2025;GRABOROBE1;;;;;;;;;;01.06.2025;16:37:51;;00:00:00;01.06.2025;16:37:51;;00:00:00;0;H;;
50000224446;PLM1;PLPA;UGP31;Urwany przewód od kleju;PLPA-PR-U31-011331;Nutella T400;PLPA-PR-U31-011331-001;Nutella 400g;10107867;1-Etykieciarka T400;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;01.06.2025;;LESNEROBE1;01.06.2025;17:45:17;12671255;1P;01.06.2025 17:55:27 CET Robert Lesner (LESNEROBE1);01.06.2025;NOWAKANET2;ZPM5;103;Zużycie;;;;;;;01.06.2025;16:53:08;01.06.2025;18:10:14;01.06.2025;17:45:13;01.06.2025;17:55:14;1,28;H;KOMORPATR1;15.07.2025
50000224447;PLM1;PLPA;UGP21;Brak kalibracji linii 26 z modelatorem;PLPA-PR-U21-010121;KINDER SURPRISE;PLPA-PR-U21-010121-001;KS MODELATOR;10103081;1-Modelator;90300030;ZWOL CZPT BrMt KWS  MOBI PRRO;02.06.2025;;ZGIEBANDR1;02.06.2025;08:46:06;12670788;1P;02.06.2025 11:07:53 CET ANDRZEJ ZGIEB (ZGIEBANDR1) Dystrybucja GR, brak pracy w automacie. Brak pozwolenia od ABRIGO.;02.06.2025;JANUSWALD1;ZPM6;107;Awaria sterowania;PM1;0040;Części daleko od miejsca naprawy;ZPM5;110;Brak smarowania / złe smarowanie;02.06.2025;03:20:49;03.06.2025;05:14:08;02.06.2025;08:46:03;02.06.2025;11:03:24;25,89;H;;
50000224448;PLM1;PLPA;UGP13;Regulacja etykiety;PLPA-PR-U13;UGP13 TABLETS+ROCHER FIGURES;PLPA-PR-U13-010175;IFCR PAKOWNIE WIEWIÓRKA/BAŁWAN/JAJKO;10081046;1-Linia pakowania IFCR;90300030;ZAK  CZPT BrMt KWS  MOBI PRRO;02.06.2025;;SZCZEPIOT1;02.06.2025;09:25:46;12671586;1P;02.06.2025 11:14:24 CET PIOTR SZCZEPAŃSKI (SZCZEPIOT1) Regulacja podawania etykiety;02.06.2025;MUSZYSYLW2;ZPM5;102;Zacinanie się;;;;ZPM5;107;Niewłaściwe ustawienia/parametry maszyny;02.06.2025;09:00:00;02.06.2025;22:38:02;02.06.2025;09:25:43;02.06.2025;11:00:00;13,63;H;DOROZKRZY1;07.07.2025
50000224449;PLM1;PLPA;UGP11;Awaria młotka zamykającego;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-005;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;10116593;1-Linia ważąco-pakujaca T-15 -2   005814;90300020;ZAK  CZPT DMNK KWS  MOBI NPT  PRRO;02.06.2025;;BAJORDARI1;02.06.2025;11:54:01;12672201;1P;02.06.2025 12:38:56 CET DARIUSZ BAJORYŃSKI (BAJORDARI1) Wymiana siłownika zamykacza;02.06.2025;CZAPNGRZE1;ZPM5;103;Zużycie;;;;ZPM5;108;utrzymanie ruchu;02.06.2025;11:52:47;02.06.2025;12:41:00;02.06.2025;11:53:58;02.06.2025;12:38:18;0,8;H;DOROZKRZY1;07.07.2025
50000224450;PLM1;PLPA;UGP31;Wyciek wody;PLPA-PR-U31-011330;Nutella T200 glass;PLPA-PR-U31-011330-001;Nutella 200g;10114999;1-Zbiornik NUT B9908;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;02.06.2025;;JELENKRZY1;02.06.2025;11:58:24;12672010;1P;02.06.2025 12:48:03 CET KRZYSZTOF JELEŃ (JELENKRZY1) Wymiana kolanka i uszczelnienie wycieku na rurociągu pod zbiornikiem-T200;02.06.2025;BIELERAFA2;ZPM5;106;Wyciek;;;;;;;02.06.2025;10:00:44;02.06.2025;13:00:00;02.06.2025;11:58:21;02.06.2025;12:45:00;2,99;H;KOMORPATR1;15.07.2025
50000224451;PLM1;PLPA;UGP12;Odrzut produktów na taśmie. M2;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-003;NUTELLA B-READY PAKOWANIE;10126826;1 - Zespół flowpacków  ACMA;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;02.06.2025;;BANASGRZE2;02.06.2025;14:51:40;12672665;1P;02.06.2025 15:08:35 CET GRZEGORZ BANASIEWICZ (BANASGRZE2) Regulacja;02.06.2025;MALINKACP1;ZPM5;100;Deformacja;;;;;;;02.06.2025;14:48:31;02.06.2025;15:31:19;02.06.2025;14:51:37;02.06.2025;15:08:04;0,71;H;DOROZKRZY1;07.07.2025
50000224452;PLM1;PLPA;UGP13;Nacięcia na folii;PLPA-PR-U13;UGP13 TABLETS+ROCHER FIGURES;PLPA-PR-U13-010175;IFCR PAKOWNIE WIEWIÓRKA/BAŁWAN/JAJKO;10081046;1-Linia pakowania IFCR;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;02.06.2025;;GROCHDANI1;02.06.2025;15:16:15;12672772;1P;02.06.2025 16:13:03 CET Daniel Grochal (GROCHDANI1);02.06.2025;JASINPIOT1;ZPM5;100;Deformacja;;;;;;;02.06.2025;15:08:21;02.06.2025;21:06:02;02.06.2025;15:16:11;02.06.2025;16:12:38;5,96;H;DOROZKRZY1;07.07.2025
50000224453;PLM1;PLPA;UGP32;SKRĘCANIE ZBIORNIKA PO MYCIU;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012119;KB Rework;10110095;1-Zbiornik rework KB B9702;90300020;ZAK  BrMt KWS  PRRO;02.06.2025;02.06.2025;KRZOSTOMA1;02.06.2025;19:29:42;12673092;1P;;02.06.2025;KRZOSTOMA1;;;;;;;;;;02.06.2025;19:29:12;;00:00:00;02.06.2025;19:29:12;;00:00:00;0;H;KOMORPATR1;15.07.2025
50000224454;PLM1;PLPA;UGP32;SKRĘCANIE ZBIORNIKA PO MYCIU;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012119;KB Rework;10110095;1-Zbiornik rework KB B9702;90300020;ZAK  CZPT BrMt KWS  PRRO;02.06.2025;02.06.2025;KRZOSTOMA1;02.06.2025;19:31:05;12673093;1P;02.06.2025 19:34:25 CET Tomasz Krzosek (KRZOSTOMA1) skręcanie zbiornika po myciu.;02.06.2025;KRZOSTOMA1;ZPM5;105;Zatkanie;PM1;0010;Część bez kodu magazynowego;ZPM5;108;utrzymanie ruchu;02.06.2025;19:30:43;;00:00:00;02.06.2025;18:45:43;02.06.2025;19:15:09;0;H;KOMORPATR1;15.07.2025
50000224455;PLM1;PLPA;UGP43;BIPACK.;PLPA-PR-U43-011445;KB 2.;PLPA-PR-U43-011445-003;KB 2. Pakowanie;10102054;1-Pakowaczka 8;90300020;ZWOL CZPT BrMt KWS  PRRO;02.06.2025;02.06.2025;WRONAPIOT1;02.06.2025;23:12:29;12673274;1P;02.06.2025 23:14:22 CET Piotr Wrona (WRONAPIOT1) Brak grzania górnej grzałki zgrzewu poprzecznego, usunięcie przerwy w zasila;02.06.2025;WRONAPIOT1;ZPM6;110;Przerwa w obwodzie;PM1;0040;Części daleko od miejsca naprawy;ZPM5;108;utrzymanie ruchu;02.06.2025;23:12:27;;00:00:00;02.06.2025;22:20:27;02.06.2025;22:35:52;0;H;;
50000224456;PLM6;PLPA;UGP05;Brak ciśnienia na pompce caramel;PLPA-PR-U13-010401;TABLETS;PLPA-PR-U13-010401-001;TABLETS Creams;10241694;1-Zespół pomp aromatów;90300020;ZAK  CZPT BrMt BŁKL KWS  MOBI PRRO;03.06.2025;;ZAPORPAWE1;03.06.2025;00:50:22;12673279;1P;13.06.2025 13:36:25 CET PIOTR JANKOWSKI (JANKOPIOT1) Tel. 48 671 4671 Zrealizowane - zamykam;03.06.2025;FIGURWIOL1;;;;;;;;;;03.06.2025;00:47:45;;00:00:00;03.06.2025;00:50:18;;00:00:00;0;H;DOROZKRZY1;07.07.2025
50000224457;PLM1;PLPA;UGP11;Uszkodzona złączka powietrza;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-006;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;10115784;1-Linia pakowania T1/T3/T4 - 3;90300020;ZAK  CZPT DMNK KWS  MOBI NPT  PRRO;03.06.2025;;WOJDYSEBA1;03.06.2025;01:46:55;12673334;1P;03.06.2025 01:40:08 CET Adam Sosnowiec (SOSNOADAM1) Przekładacz cukierka ---------------------------------------- 03.06.2025 02;03.06.2025;SOSNOADAM1;ZPM5;100;Deformacja;;;;ZPM5;108;utrzymanie ruchu;03.06.2025;01:38:48;03.06.2025;03:04:57;03.06.2025;01:46:52;03.06.2025;02:14:46;1,44;H;DOROZKRZY1;07.07.2025
50000224458;PLM1;PLPA;UGP13;Brak potwierdzenia chwytaka;PLPA-PR-U13;UGP13 TABLETS+ROCHER FIGURES;PLPA-PR-U13-010175;IFCR PAKOWNIE WIEWIÓRKA/BAŁWAN/JAJKO;10081046;1-Linia pakowania IFCR;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;03.06.2025;;BANASGRZE1;03.06.2025;03:44:55;12673513;1P;03.06.2025 03:34:12 CET ARTUR BIAŁEK (BIALEARTU1) Urwana śruba mocujaca ---------------------------------------- 03.06.2025 04;03.06.2025;BIALEARTU1;ZPM5;104;Złamanie;;;;;;;03.06.2025;03:25:00;03.06.2025;04:04:22;03.06.2025;03:44:50;03.06.2025;04:04:22;0,66;H;DOROZKRZY1;07.07.2025
50000224459;PLM1;PLPA;UGP42;AWARIA ELEKTROZAWORU;PLPA-PR-U42-011442;KBW 1/COCO;PLPA-PR-U42-011442-003;KBW 1. Pakowanie;10101719;1-Robot 5 T15;90300020;ZWOL CZPT BrMt KWS  PRRO;03.06.2025;03.06.2025;MALINKRYS1;03.06.2025;04:02:45;12673643;1P;03.06.2025 04:05:41 CET Krystian Malinowski (MALINKRYS1) naprawa elektrozaworu siłownika chwytaka wprowadzania pakietu;03.06.2025;MALINKRYS1;ZPM6;107;Awaria sterowania;PM1;0040;Części daleko od miejsca naprawy;ZPM5;108;utrzymanie ruchu;03.06.2025;04:02:32;03.06.2025;04:15:00;03.06.2025;02:00:00;03.06.2025;04:00:00;0,21;H;;
50000224467;PLM1;PLPA;UGP32;SKRĘCANIE PO MYCIU;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012020;TOPIELNIKI PREP1;10188037;1-Topielnik Schwarte-Milfor;90300020;ZAK  CZPT BrMt KWS  PRRO;01.06.2025;01.06.2025;MALINKONR1;01.06.2025;07:57:36;12670924;1P;01.06.2025 08:00:11 CET KONRAD MALINOWSKI (MALINKONR1) skręcanie topielnika po myciu PR1;01.06.2025;MALINKONR1;ZPM5;103;Zużycie;PM1;0020;Brak części;ZPM5;108;utrzymanie ruchu;01.06.2025;07:57:32;;00:00:00;01.06.2025;06:05:00;01.06.2025;06:50:00;0;H;KOMORPATR1;15.07.2025
50000224468;PLM1;PLPA;UGP03;SKRĘCANIE TRASY;PLPA-PR-U32-012011;PREP. Kremu KB;PLPA-PR-U32-012011-001;Preparacja kremu KJ/KB/KBW;10108256;1-Zbiornik polewa KBW B9301;90300020;ZAK  CZPT BrMt KWS  PRRO;01.06.2025;01.06.2025;MALINKONR1;01.06.2025;08:01:33;12670925;1P;01.06.2025 16:54:22 CET KONRAD MALINOWSKI (MALINKONR1) skręcanie trasy po myciu PR1;01.06.2025;MALINKONR1;ZPM5;103;Zużycie;PM1;0020;Brak części;ZPM5;108;utrzymanie ruchu;01.06.2025;08:01:28;01.06.2025;09:45:00;01.06.2025;07:10:00;01.06.2025;09:30:00;1,73;H;KOMORPATR1;15.07.2025
50000224469;PLM6;PLPA;UGP12;Usterka spirali.;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-003;NUTELLA B-READY PAKOWANIE;10232724;1 - Zespół urzadzeń pakow. Wrap-Around;90300020;ZAK  CZPT DMNK KWS  MOBI NPT  PRRO;01.06.2025;;WOLNILUKA1;01.06.2025;15:59:08;12670798;1P;06.06.2025 10:20:06 CET GRZEGORZ BANASIEWICZ (BANASGRZE2) Naprawa;01.06.2025;WILKMATE1;ZPM5;104;Złamanie;;;;;;;01.06.2025;15:58:19;06.06.2025;10:31:00;01.06.2025;15:59:05;06.06.2025;10:19:42;0;H;DOROZKRZY1;07.07.2025
50000224470;PLM1;PLPA;UGP43;REGULACJA CZUJNIKA ZATORU;PLPA-PR-U43-011545;KB 3.;PLPA-PR-U43-011545-003;KB 3. Pakowanie;10101081;1-Pakowaczka 8;90300020;ZWOL BrMt KWS  PRRO;01.06.2025;01.06.2025;KOWALDAMI1;01.06.2025;21:07:25;12671372;1P;01.06.2025 21:08:25 CET Damian Kowalski (KOWALDAMI1) Regulacja czujnika zatoru na wyjściu z dystrybucji pakowaczka 8;01.06.2025;KOWALDAMI1;ZPM6;107;Awaria sterowania;;;;ZPM5;108;utrzymanie ruchu;01.06.2025;21:07:22;01.06.2025;21:15:47;01.06.2025;20:30:22;01.06.2025;21:00:47;0,14;H;;
